x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,f1,f2
0.5908673209759174,0.1843594752715517,0.5790041782562174,0.08848852720325616,0.8743576646617495,0.22661311137916232,0.5923822043648057,0.8932426331359403,0.8543907622641879,0.8310269221768232,2.800335985744764,1.1288427022418976
0.43467945977244793,0.2765309560879007,0.1298675815624077,0.9806897328636727,0.7692657207118582,0.5708259376280918,0.1999450931686855,0.04845325744391535,0.5774040068906795,0.6097024018468086,2.8345224165797123,1.0785970667072882
0.2756361560217065,0.3917592863186482,0.2927180236914947,0.09197542976751448,0.33011951389851807,0.5079527224005819,0.22054783766030542,0.9319570952012863,0.15729055083710441,0.39784812475089815,2.794762481103942,1.1427453455960024
0.14685433435721068,0.4361977346541617,0.8427470782279137,0.06858400630263035,0.504299815458885,0.22441545984355935,0.2720015832557468,0.07998086446007138,0.3999616631275871,0.3250387754171166,2.8050857123767834,1.1259603761086647
0.48420452173195516,0.9188020890458063,0.8910542572797507,0.6782581963431366,0.9600208500428363,0.7777164489494666,0.8697571936904054,0.3666758017772142,0.3436887594117344,0.10972425099429269,2.874715546680318,1.033852892338583
0.921354578073489,0.818870122090016,0.6023813055936545,0.17057090239679787,0.7357522542308426,0.473973111429242,0.7194182037750324,0.0234369690597934,0.09622662824511541,0.8270537005824035,2.8378197265218024,1.0738268605009749
0.2173570897720063,0.2531490521560401,0.6793987915154076,0.5890047604502259,0.8765882201403674,0.8240975955411847,0.3580230004197715,0.1526838739305892,0.9066869258273507,0.9683820688427357,2.845403232187473,1.0624110826577262
0.3309755149796463,0.23491987043113127,0.7653282454599204,0.03016363658114295,0.05017422174705947,0.0292692467487551,0.8171539645839536,0.7105781947383581,0.1936429808774303,0.1702061644948231,2.782218810140411,1.1683680638276424
0.4266573231897174,0.8524695523721338,0.13921973692788386,0.3441938519873137,0.6169421349399434,0.6409812886104198,0.9653050972832614,0.7574266036302614,0.455550386908688,0.6372153243601673,2.8230971117540156,1.0920587487797087
0.4404249192432416,0.9685385145063757,0.6693443583402537,0.5712323595229671,0.6416802682198144,0.7505390736797435,0.18436503096298948,0.8786154725916134,0.47708235527894616,0.6062188121070226,2.865086130364203,1.041716416928824
0.9406567699362163,0.6408122844761506,0.7259045028069748,0.7161170457035356,0.13013260910490565,0.5680343121244127,0.6030968162101474,0.58516865260274,0.2657178736703915,0.4634936040007174,2.8722118571200723,1.0363880795184388
0.9773197021118258,0.13201722770719918,0.5565108688227783,0.8010418987780599,0.06934929374620502,0.6068091282209221,0.9286581299751188,0.9459609737214888,0.12631936839208097,0.2417455014073427,2.8514974085608227,1.0571475357625926
0.7358005391853235,0.5361390024174936,0.36474237090707273,0.5316037262554537,0.32894546471420005,0.16259162870725677,0.49605771750911326,0.2461854944072176,0.8424301725406111,0.772717871322212,2.84890746326018,1.0597842778699944
0.41091388167605586,0.3527548284140797,0.9092402106681694,0.048949719133271875,0.3674283091311535,0.14894879497948418,0.6514845848040921,0.777520575976304,0.43032393639376487,0.44260125087515245,2.80149346980694,1.129628782417567
0.5063973043120544,0.020971691907677396,0.3313666631685848,0.7188995374941919,0.8807641623562676,0.5252568860160594,0.7306672823981796,0.46888068402909966,0.718892954211625,0.039947569169193446,2.8141555080561416,1.1076488143918737
0.31552091964835427,0.7518513736442859,0.8132301439750506,0.5007669076891088,0.9387629353500938,0.088191757627219,0.22695807826838788,0.21295770169740014,0.17293219366030138,0.16536056468539118,2.8620808023516484,1.0480903940140731
0.8902863385411682,0.4764127015574215,0.38872083564123433,0.7779017030981046,0.17011939716570032,0.832076819544429,0.41085126567032265,0.7634072744870921,0.8175331787766072,0.7023129801596294,2.858242176076299,1.0481486177421884
0.6864309232564367,0.6409941260115319,0.702905297951779,0.4343463517416386,0.45900768040202516,0.2186158098331869,0.5616276408355373,0.7347120516449002,0.8202892792469848,0.5366038836212261,2.857124901155876,1.0496568431206088
0.22052372115732877,0.49035336829934145,0.6382857633513213,0.8026009000876033,0.1815113222621065,0.007153223115146011,0.3917445005104359,0.9477823650487236,0.22149374632469154,0.24294646053403168,2.861230931025357,1.0481289679792303
0.24569922771765693,0.5822113238277623,0.6953472374857994,0.04371899395738209,0.18938833182038103,0.9482994135141405,0.46296700286308146,0.9127370499224737,0.5847172152082653,0.6612841349081544,2.7964853890076706,1.1371443688079077
0.9251444213040204,0.2994662499578012,0.5054201613762376,0.9907200217873682,0.1385516793738923,0.6585887517026116,0.6818384202433052,0.21994790028485706,0.7258365548638379,0.18367182465307286,2.86426662256383,1.0437765925834201
0.8708326273882832,0.3456569201967737,0.647825610511152,0.8916271371214661,0.8599162498421492,0.8281736852807091,0.24522461411365043,0.8997472577208255,0.11161835653016929,0.4363440111998662,2.8673170594174415,1.040447331537766
0.7516843034177287,0.3042745972717105,0.9713592786362264,0.3457645457102223,0.28909912851809166,0.41725299029112406,0.5662079417732739,0.981553201406877,0.08481816833808647,0.7899857410546376,2.8495203917559677,1.0587443190689696
0.7372555713672948,0.4419097193419326,0.21025101153062303,0.652157599739293,0.2694211704377251,0.8838299742695708,0.014721742342484,0.6740870056653553,0.8346270636731565,0.4921848896369433,2.84163623271848,1.0684279896792943
0.9835516766166066,0.17023621122648497,0.6823413616240638,0.24335470020314712,0.10440101512921852,0.4479421722151196,0.6051722606347182,0.739117203670212,0.2743690764027682,0.7408318127813354,2.8297810784219224,1.084337789755127
0.6060413334247001,0.007940513728269387,0.6427965769000659,0.45708992531044607,0.6227316192646175,0.9272338576638623,0.6130552158128665,0.5004785569014507,0.6200127703798606,0.9656269951103037,2.8046982802465306,1.1213003034438742
0.28419658691409844,0.9889268938865329,0.7609959170657122,0.6078196879732749,0.3647501689724833,0.0020573512358362752,0.7731515928681374,0.3643330721475265,0.19263948555092192,0.5517716611745928,2.867479963726334,1.0413952066273036
0.5763201987510992,0.9719844429710895,0.11899800729263738,0.9149180888870709,0.4520608645994695,0.6675054008864999,0.1438449634968321,0.7057732919853263,0.32900079824560324,0.23392508626489433,2.848201492421767,1.0612950110825037
0.8406528657929483,0.18112281615879067,0.9132923289104498,0.36138620278121714,0.43365070107667525,0.6952628687866131,0.4645786349671503,0.006457715378394124,0.7940581425004676,0.47006912466815953,2.8441643875633935,1.0655251927903673
0.44893168086668156,0.7761373493901541,0.9274445905981444,0.058341558537706395,0.3971995817296059,0.19865426399529013,0.23265635120218597,0.40973832842160435,0.3896285983727826,0.8884661701887315,2.816130103197653,1.1058263224210796
0.7949224335436229,0.187547210731778,0.8925804738638548,0.7997177248142033,0.731184161231529,0.6948692256707911,0.29652248741069537,0.9987616774092497,0.3160883956903226,0.7986048194998547,2.862100581684644,1.0443557782718857
0.9815883451275903,0.5155401349772258,0.5389551940981218,0.12559946747824965,0.5035036347187273,0.8817409183562244,0.2902239449437878,0.8106551430467059,0.6724584719836769,0.40905165959203044,2.822965553491102,1.0932779457902941
0.4560118011267872,0.13597539438144735,0.2159896136578677,0.5258057282218671,0.7141986341095057,0.24732583317357962,0.2967021851544741,0.7901621849306407,0.6332538156209866,0.9418793514418904,2.8196126573111275,1.0980861360312089
0.7024146385031016,0.4384148130680087,0.22759599688832327,0.8576619239771818,0.7960302029904743,0.06509272451031406,0.2667459899995143,0.3730418507890083,0.6767586525946813,0.29150503970061337,2.849879403718791,1.0599669523807538
0.7344799891649588,0.9637314791075484,0.5082003326411961,0.6366949524165663,0.24113322068044157,0.4944365762690201,0.7719213121671833,0.43132013039884187,0.41615743062132593,0.31787334426345065,2.866409887294102,1.041660951809191
0.8867693975889099,0.9314323451078156,0.8827432982132526,0.2936473410963359,0.5030785516575149,0.7307488771971438,0.061657312163274774,0.8800467909350123,0.5752173369386716,0.5032908472576916,2.8583031435125994,1.0487856450911615
0.024384102391152514,0.1884438829561955,0.864197000898107,0.8152467574988131,0.8628177334462879,0.40348683959237924,0.577195548537818,0.6325221491032792,0.9523801613667244,0.48885234977393904,2.8411831027978516,1.0676115884512463
0.11255252463794214,0.3579641664578679,0.40283365186497105,0.38948423555986444,0.12794664100030534,0.5887468740893739,0.7502824924949751,0.5848522504336919,0.9717381015584802,0.905226567602144,2.8261381136586055,1.087221338493783
0.7979517212878372,0.6050310837084748,0.5688953996336208,0.5274330020398084,0.9181113685037878,0.7643772285120604,0.9208368217768614,0.42863546231648175,0.3282495006894309,0.11891375363903824,2.8586175252577952,1.0490420829876679
0.6869552423881162,0.024662888481660518,0.4195396923958259,0.5488805400850786,0.2581459539418903,0.2817760385096405,0.16847306492542033,0.8227557106548284,0.440829731659096,0.12650125701430082,2.816506008106847,1.106195504204501
0.8211173184226594,0.3849846911837003,0.6307710341592062,0.6206250668304448,0.9541184149898609,0.32351577403337556,0.899321128429089,0.6961561087739458,0.10029672963000373,0.121953260575134,2.8592973829989523,1.0487673079735909
0.41591293159349096,0.38834524263248715,0.9525446246071435,0.4357472765830327,0.2919668014629082,0.6782124633957297,0.48259523015446476,0.8514846066373104,0.8118294777887095,0.8381798572800079,2.8530549621053067,1.0529043664141577
0.3405813303833645,0.625975685894149,0.28662135331216676,0.7216944155531617,0.06324162863375368,0.5095678114800716,0.8834255854721917,0.13987085813354852,0.6466689859512953,0.8797055283221853,2.8489420625625836,1.059430561902861
0.04689815089717427,0.433321340415685,0.9455497721954217,0.9329247252059041,0.24785289921289022,0.8047895199166187,0.1608876812608839,0.05297726239439297,0.7133760851878672,0.02239141024456699,2.8613449080255835,1.0480905808910532
0.013000006599118076,0.551927306378465,0.7695279951259643,0.48228605167800126,0.24981022374512193,0.6486443243947119,0.8753157318323418,0.1663586781023311,0.44881968245183596,0.5842560880942278,2.836524993126693,1.0752893750786945
0.026152134656389967,0.20699403668045732,0.08010505397820673,0.6875700827961383,0.4978743497834404,0.9797157130413696,0.5780763154706217,0.12081126159321623,0.9932105302999987,0.09496773550570586,2.797300539338189,1.1368686983378011
0.7472271874189654,0.342761897533452,0.8789383476255184,0.5928240703119718,0.6820738577506105,0.24224288392647056,0.694343703119476,0.05820258662249884,0.95567590927192,0.5374680533595245,2.86182126215805,1.0453798971739707
0.46573671528352845,0.3202965420733113,0.5521068751048481,0.749095803183373,0.096507964004411,0.375478419886915,0.4492294366099969,0.5931966561183469,0.8376596077913624,0.6711581543015637,2.855352532919815,1.0521827901693404
0.17744418136458548,0.14749426206747296,0.02970184227092329,0.3889066546690302,0.0204951724558247,0.2690271204793879,0.935338820597347,0.7463470264478016,0.049227263884459485,0.4447313042888918,2.7747226367487614,1.182577977887048
0.4720362764942631,0.7194386148285286,0.8851987112941766,0.7331678116086733,0.8943074899224078,0.33838720259029903,0.2399232500665568,0.95874210354901,0.15864785084016808,0.010678675939697778,2.873942818943656,1.0356512762474028
0.9827160943102919,0.524102528300351,0.1300206921306935,0.5391327182275545,0.2950063492016586,0.8228063920793953,0.6335907897389808,0.5558969701034345,0.06776369217853967,0.606953594078264,2.832650658556688,1.0805835366478982
0.8662960798190926,0.03934124564745632,0.4693383087559849,0.7472453971320255,0.9953977718268803,0.798358367964793,0.7665427095312458,0.026576941482697177,0.4871613714556967,0.17466659382802438,2.8319850572081258,1.0816482730260193
0.4753040979930414,0.6425477954949099,0.8844920067275301,0.44016462709428333,0.5682890014155153,0.8599789379601254,0.7393914099783484,0.7931061967041866,0.6308552536818782,0.4349121533935669,2.8589465744664677,1.0468859579468917
0.26514965931537404,0.3916405089490071,0.5751893000108491,0.2158026653122071,0.9972930458402556,0.4763646829234508,0.30994210678048895,0.33653780027071156,0.35596041144887125,0.8366042039079682,2.8257694250419276,1.0900335426914147
0.25150548098603,0.20347685504570331,0.8041626396163843,0.2621819673712178,0.2660543880950291,0.04433633295858126,0.3022684888826688,0.046870208496428666,0.3375311900515094,0.16864369226605314,2.829913728868179,1.0881123688797518
0.28904209873831754,0.8049516125152706,0.8294026062143035,0.07211355149697972,0.30589400619546553,0.42263115473338086,0.35549955474127753,0.6705215129870771,0.25070728396084085,0.9402510646831698,2.816295157443059,1.104493784034378
0.7725688934234964,0.7250664108891252,0.4926068565978761,0.917012135837432,0.04668006105959494,0.5102599074605424,0.3246240432070186,0.30117926448920623,0.20058978190408516,0.9066265645963677,2.8717503052396305,1.03735530205063
0.7570487224250106,0.577079556588221,0.323490897872728,0.9836278392979468,0.6257542010750563,0.8170416067546132,0.9725301376950567,0.5189976167622858,0.22315758230132704,0.7975345723416983,2.8619603636999313,1.0444484946443997
0.314137647905183,0.19147482021180415,0.9721610625813204,0.7456695255087636,0.8827591306978407,0.7678627486583046,0.13836360705583592,0.3616191485281544,0.4038620795338493,0.3643653524488531,2.8574973133197457,1.0510028479978955
0.2679844975328253,0.7893031375360822,0.1593526313109749,0.5674218448762599,0.6235212646750775,0.3820576347220289,0.9198559407771169,0.7172415470262206,0.5176313506112796,0.35412715388710175,2.834020335861464,1.0777242908506746
0.25625389839642504,0.9168680355771404,0.49030481291912226,0.3391891991204814,0.6358868103627646,0.49891568921020035,0.702623676274154,0.9000321683489318,0.6955836453802735,0.615236232584252,2.8426459604086114,1.0651139198595112
0.17084148896646723,0.022397014315961573,0.8673410038733087,0.011447584594656739,0.30232417480803636,0.7592536766636648,0.33088664528494227,0.011934459277736797,0.24144716734275717,0.8407419863673519,2.7316224800031823,1.280000123158986
