,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,f1,f2
0,0.32025591037948703,0.6936723266727944,0.8893802473178394,0.009906060771559172,0.3857924094599976,0.9283376686380475,-0.025650789436548874,0.9253257296928136,0.8064468764885182,0.874422217749185,0.6241843121338293,4.228172412844514
1,-0.02552366421003527,0.7040938179592738,0.46474122944924195,1.054132710604619,0.515795220751733,0.30689141165774586,0.3492749544364099,0.4683265684496166,0.4977904982045279,0.17547460962105055,0.4355634398085481,4.17838624783751
2,0.6061399682522097,0.7481171079889837,0.9308717954257835,0.12414493483342376,0.14431882394458645,0.8311139706640824,0.9700133014217395,0.9296894411745791,0.4963766394140086,0.4653025386067199,0.7805194829660129,4.022306738043656
3,0.5975519578231113,0.14475596833008939,0.5709784468084197,-0.19797318295897137,0.06798987025121511,0.3334887137866296,0.7144863253658743,0.4029524473058988,1.0245097473360867,0.4790357289336319,0.8060040267874632,4.4225685006597315
4,0.3925286336857573,0.8353566110022084,0.8138390167048725,-0.01895149299249948,0.6506021312946396,1.0761701638561585,0.1526472855195518,0.1573438969468352,0.14302443504514797,0.23635187430032834,0.6215367333094087,3.987865512429762
5,0.9563003235362281,0.49948231217701555,0.6066156663149984,0.6461727406665481,0.2744356490536874,0.7936592801835486,0.4187880420831306,0.28069288075509446,0.5314395366330943,0.14435113051971687,0.8021622840153855,3.9218348535198784
6,0.8200199859943755,0.7552547573582598,0.6949881769746812,0.24770174031248843,0.08267825736317318,0.21394668861723756,0.8291114073670149,0.4604971018420874,0.6087182235683329,0.831616378432148,0.9482305946598143,4.134240362399244
7,0.6802150834186187,0.767537970031795,1.0301883718365963,0.4073547482579751,0.7083038060302298,0.8689085963111459,0.8185865847943213,0.037664952718544954,0.8518352606904681,0.9551745363681683,0.6423998913892554,3.9975112280108966
8,0.30208836136805506,0.8455330581442007,0.4016253614188051,0.17449229686480006,0.6203869900618588,0.08269847169136763,0.12468351260877496,0.6294038443641744,0.27528011238589334,0.2203753539922938,0.5828791352554025,4.306065438899633
9,0.8274420883205411,0.2144608459131497,0.25158856414425634,0.6777280816889393,0.43869631367644935,0.3029573021540375,0.353182421716675,1.1550707923313241,0.26583526714634054,0.2076477735240271,0.6516970772794042,4.009889409903523
