x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,f1,f2
0.6250851386665386,0.43036609148781074,0.5718330629235663,0.670740425388945,0.20243065033507243,0.12450581333496151,0.6747139659869347,0.1918385546080299,0.4005003439830366,0.9507109047400243,0.6239558276160799,0.25043349606058146,0.7995223251806662,0.10516299724474101,0.6646993027648569,0.8378631886962422,0.1728623855405103,0.9293150669794135,0.019795708131581553,0.17383247854495815,1.4997844514601435,2.245236009721939
0.8392041293144206,0.3776497159237961,0.4204035378747729,0.00017138139169085005,0.6831284816224535,0.9528181855110717,0.31655830622798037,0.42140556021259634,0.15722081141919148,0.7513654284248814,0.2315363103857156,0.5568312440356246,0.0640704382402766,0.11411227628444547,0.1624318253928576,0.9538654532319036,0.25905542032058876,0.5752138934661258,0.9660931167253479,0.9970488165185429,0.747809605609144,2.8974833438291063
0.07264328121924056,0.9742978570254147,0.8453587543815966,0.44999681060611185,0.7515486719359927,0.9275508315097902,0.22807828789662643,0.15685032332740514,0.8268998193616985,0.8170401310465826,0.42638371353841303,0.9389280052768816,0.04813901720590639,0.2235350095165542,0.8534320557564944,0.7673689036563459,0.5265617970814485,0.16165916539440248,0.989308296408206,0.9134200490073793,3.1717249954283324,0.36349758136843996
0.006755494173872461,0.4063828357206761,0.5305672877175113,0.36860278177237377,0.9138719628974128,0.04123489461423102,0.4177940642111049,0.2543402759949187,0.9154594907693372,0.608240301598484,0.5808229401689262,0.2279981939588792,0.3028028232032355,0.5478129175877021,0.6690791286159286,0.25826989167896297,0.4081995313474219,0.6026123457082737,0.2504403392056039,0.715086442260288,1.9962460046013635,0.021183970465009628
0.03807296542082427,0.23818863353115305,0.31222592879285616,0.8979789922722207,0.8831504991963173,0.22791479759376543,0.4788679115081091,0.46860469497601576,0.28431407048362944,0.22642614366924424,0.4913699462235705,0.05848671435252828,0.030600778437538556,0.6233849019286747,0.43738599573648207,0.9823823686663037,0.20439504242919812,0.3512738915160038,0.08037601747287837,0.9643676345655073,2.769266356315921,0.16581335726466215
0.510108325842121,0.1580635621921091,0.09925592474265418,0.6727960268508558,0.6391062125368141,0.9361793561264921,0.6217303572146159,0.8990258077459358,0.6355202004584545,0.5168943258127492,0.5026904832530354,0.8365400579167493,0.2872263859311052,0.9016645614091499,0.5414249536894814,0.3998608176554822,0.831658004595567,0.6494156292295987,0.867983947582479,0.23976218881540953,1.6537162006311437,1.7070838762555047
0.5862899645537487,0.36208272999974017,0.6402985513904184,0.9092342630809516,0.8051831175052026,0.8410138360680515,0.9299079856752708,0.8046331893219807,0.759941210653762,0.06063067996638741,0.7365286600170954,0.2674367179960425,0.8603786587012027,0.3593241265697783,0.20311233314567498,0.7887268318869384,0.7453694091429237,0.30675748033031786,0.09923389672475119,0.7796074488876468,1.646628632995821,2.1666896865227514
0.34104991343898594,0.32626770909679126,0.44809623418061106,0.7600340285685414,0.152849246777481,0.1657304583950755,0.3729975338380002,0.9506161005112959,0.23853773129278222,0.8192577138964846,0.856864940066318,0.1874383664986003,0.6915684668177665,0.1204933137307224,0.3403365563173444,0.6112635092318139,0.47905839343115175,0.9249901866346009,0.8891506363632832,0.537967422147853,2.1495770661837685,1.276045991737685
0.8095761554314659,0.6409925985513192,0.40075532173699296,0.27681264377242903,0.17185869083037528,0.6992635112538577,0.9133440332880713,0.4360229075048589,0.7872589374222879,0.8809764359302333,0.13849293220910017,0.11523286447662136,0.17834145163124202,0.47710729881281366,0.04200933367805147,0.08582792242146454,0.25034614876479194,0.9058362344897581,0.0019293292922648191,0.7677858523364205,0.8664552623118501,2.8097992109410894
0.7801496875372287,0.40498165146636794,0.3449886998580529,0.9062841428876783,0.7985039056242207,0.23305633766144507,0.677645299166975,0.6431237781357817,0.013303383398671764,0.3174352852547605,0.6522531402534303,0.8814919861685007,0.5638863303621651,0.800300886475231,0.5966023965935248,0.7561253963024791,0.1194129975759048,0.6529825475711928,0.5015882892083545,0.1007749094098266,0.7942541909218602,2.207754509608261
0.8117606023555044,0.16164267392862808,0.8749663258703017,0.8698088045193939,0.29278770794180176,0.12923676366608738,0.39358662404543515,0.1304285033964826,0.5652717961706161,0.6242349483620223,0.9648004807725864,0.1854860702452108,0.4061886872034546,0.9828853642436248,0.6369187126649556,0.28993783467837936,0.3482949011989989,0.4239677986848581,0.8261738334660671,0.6253969457244044,0.7315690202032252,2.401614959827244
0.020207471038115425,0.8730070284054878,0.7613780129058193,0.061706427385441784,0.33376476798226895,0.0046156568416949985,0.10345715987096467,0.8731314183661868,0.0730199747412819,0.3786876081990295,0.9699300205610865,0.4367397244843266,0.6151633343974938,0.7896527567103101,0.12035502785694871,0.4367836290805842,0.33245224831103354,0.9551028571138179,0.6845630419979518,0.7921710806827542,2.9893314401789226,0.09491870469614806
0.2719584173670576,0.0957930043030587,0.12572914893755094,0.9055754715097957,0.8527277315951203,0.9127805263969915,0.6561911943785774,0.5102848965891512,0.37300409483781055,0.3765095734027113,0.5240689099508232,0.9210384600081662,0.31135945647144625,0.39966320136670663,0.6309799442831899,0.6501397993300385,0.7526989941680575,0.41382106153223164,0.9270499119233198,0.31656660303684503,2.156235779519941,0.981574382893926
0.5208378794261673,0.24424036601053592,0.08838820210248224,0.158190746816409,0.2878813771657936,0.9946576529057484,0.18202911780221984,0.9176731793711764,0.2839698118039345,0.6087157128354006,0.8712441820388536,0.2517510943842581,0.522341044421495,0.40101869747363217,0.16768288747806095,0.8680929416544729,0.4229702761339328,0.7680137339099959,0.5053127898574608,0.867152725091614,1.8071741676089175,1.9295278377261944
0.6122234618891396,0.6477745784734587,0.7026158692036922,0.5805640331450396,0.0870051978619298,0.16254174100238533,0.4036822705414672,0.31435044297883713,0.9590770716560553,0.9603488439789932,0.7752748453124533,0.8463696196839903,0.8744742037855018,0.20215490670210065,0.5902167303564128,0.7339896779044297,0.8055087382713945,0.35977270805850126,0.5603470902933885,0.3854238100782052,1.3946527717794888,1.9991961607793063
0.30117863128940714,0.9418788094492744,0.8702634946749622,0.0879302720673345,0.06517795678793242,0.9443871041854546,0.44530705346191807,0.7799426860707855,0.6285600990807553,0.7862978207620286,0.5089967879534171,0.4817352026052956,0.8392490966823918,0.9193461955208112,0.5883726894527523,0.3058168622403723,0.057991307429637276,0.7870274521665744,0.43474369150046344,0.10998930423998968,2.5276688704382377,1.2938118159553722
0.16037760911216256,0.5439778626281961,0.9841936983074422,0.5823365392616064,0.4620521402059509,0.4307096457101682,0.0911872393382819,0.7714970089607053,0.74205863474641,0.9692704377330223,0.32426764395331187,0.25925461200206734,0.7072245364153404,0.8040358565829316,0.690358590887375,0.27968291753098207,0.8447819465418709,0.35472207857614696,0.3521465823608927,0.19046934254432446,2.2619649369689743,0.5822042287601211
