x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,f1,f2
0.07557577012668672,0.5699400128518999,0.7797564637949647,0.04621153738838926,0.2899013773848194,-0.0438854346930427,0.5903743615107998,0.30402147968692356,0.7574335803115148,0.5072128008239536,0.8415478772969963,0.31950544327507724,0.2505379641367803,0.7685543324350494,0.27185208436545,0.6139748338073765,0.7818435960278725,0.7370207038643225,0.1722191287584051,0.3500263615209208,0.9171015174697681,0.12136179769520786,0.44944658101554597,0.387765690720143,0.13793115390382885,0.5951382286088904,0.8501233458977935,0.03442246248497971,0.6923333329411966,0.49038954213744435,0.11872953814997654,5.823282473923852
0.45034067040540166,0.9930665445552683,0.6376205502610548,0.23893643791607005,0.38231069930185546,0.47807802562917395,0.4128330748115452,0.7369973984541731,0.7846573728098162,0.08542115873702913,0.6583174428617556,0.7632330524501392,0.8461270338128005,0.22392119139646388,-0.01265668945111649,-0.05947301496709362,1.0459083106914382,-0.0787860873429695,0.7588758072518969,0.5403666619460815,0.628617358414036,-0.06864275178980239,0.3530566334192816,0.9142881541515736,0.46918004150530357,0.57478865076791,0.45097514640629704,1.0096674596251347,0.9506879165788088,0.3620831272357221,0.596734107591067,5.8473957524542595
0.48444807250215915,0.8050336706894331,0.39065343498259225,0.5329056818054907,0.15624450981369825,0.3840748253128614,0.7062164599152598,0.6067108647641547,0.330522415657324,0.2602276014989585,0.8533938369016687,0.8819650013566603,0.2154548781556853,0.7643624085068371,1.0287315282209761,0.45026577906498666,0.6009216210833043,0.5000140879363854,-0.11647442563134468,0.42757835839336367,0.1615469886386958,0.4198621612559097,0.05967541587924162,0.912172244327143,0.5043153521663893,0.13911170236351833,0.600953401446527,1.047097863599087,0.3283599222022892,0.41383699965244825,0.6852519940877209,5.588188959182654
0.5055775364649703,0.6649809026054463,0.3891701672395067,0.5696099081294228,1.007024076231425,0.27168275310940604,0.10877691469421788,0.023256873273590772,0.2644248297182902,0.5191114400051936,0.9735009145358886,0.2637575364699806,0.2862399710918566,0.856991759999255,0.5163788164302794,0.8206802496628193,0.2349650350092316,0.2027693046841898,0.25094913106935235,0.21014824054968534,0.7314699223168818,0.6514117135575851,0.28473857942490827,0.26384742596702776,0.4651326676612799,0.5984693819990531,0.4730357581791099,0.4261563248300832,0.17812637676569743,0.4632080036405745,0.7792099983316858,5.227539575009883
-0.012817878867835142,0.6945418814913602,0.20482495340316065,0.6726973756999253,0.8675194579764673,0.2806989386740004,0.4251489498011125,0.5646292481778525,0.5408107112563967,0.584449054889205,0.9959938521884152,-0.01584188662618556,0.3725498451736483,0.02382463392533425,0.30660566303921777,0.6185207942623996,0.26536184616930036,0.6163717786524582,0.8863906429852736,0.0744398917273611,0.20466529315077603,0.13143543633926114,0.7712549174569946,0.6242537508246704,0.5185497341895273,0.715798117902324,0.8688462761534338,-0.09155956535685132,1.0676663456457918,0.5394689110270515,0.2774054262172419,5.281765317125742
0.37471136421213513,0.5521328245701552,0.32060916691739727,0.06190688057499256,0.7147570698867772,0.5702183186060237,0.8472378396312152,0.06655453135888742,0.2159894110240798,0.1640818670559992,0.07369131964837253,0.7344291690790138,0.8859462814009524,0.5954345945926226,0.1621289620848942,0.02949678241274454,0.2054303282741195,-0.08054030628130249,0.3551755973511733,0.38118911699973235,0.5963196940251755,0.7226874119556083,0.229056755753409,-0.11014560763223606,0.9774012940175945,0.7590934349219634,0.5003374000180383,0.9486573367844119,0.4807971344236093,0.9298752495996634,0.5918074208970062,4.968281289628477
0.30358604959016305,0.8104821062313995,0.12630061398131892,-0.10918165996352838,-0.05205017582542201,0.9214483252524895,0.39744592475370544,0.9012276702742292,0.92364340708121,0.35445632870804966,0.33453663615458196,1.001881538811461,0.22766643233419423,0.6975720649805212,0.43733568245813476,0.5691835375899856,0.7299649688129576,0.8207177785528583,0.16440335228106429,0.9274575777673574,0.09190375486182692,1.086995770507112,0.6650183857301535,0.262701658613568,1.0231689152880143,0.18606612229219174,0.05922008794770944,0.5433430750455489,0.727658990169768,1.1788355229641259,0.26949861771923134,5.920386200328324
0.3004570436491088,0.6571869025924456,0.11926664878144957,1.0364391257951393,0.2702727669842166,0.6040734436378067,0.29661628930979067,0.2483514061544605,-0.2081129618616412,0.2591152495913707,0.8570954137480817,0.902526100914343,0.7525919460840981,0.9418568778335683,0.5220211140563867,0.826624577556096,0.4358637233649067,0.5910998336133135,0.8416999644696942,-0.01958310974521984,0.927949374494438,0.40154465847858883,0.34037298719008646,0.703972875465286,0.15374631316257054,0.30985884926210794,0.49920104929643794,0.560803488052644,0.7986705628809336,0.2480186971111244,0.34977603902296744,5.637460876875022
0.11098843092321296,0.44408595375729565,0.7811528064667129,0.3245272870382213,0.19782034894435624,0.16992987688398511,0.46000587827859996,0.3021451220213106,0.9096528176228584,0.521538119280197,0.11149111039452153,0.5488579546174988,0.6312319029225015,0.1294717965234794,0.2473896898235108,0.4208692768554674,0.7269279786832752,1.0086093728578684,0.5260302861084744,0.7166614351786843,0.4582531941506736,0.645931654814158,0.21118672572519454,0.1679808199727,0.32502851381363584,0.19802904926428144,0.14635707366836875,0.6559352281401163,0.40311302146418776,0.1535711879916718,-0.10099443354700839,5.039083977041747
0.6334452880933498,0.8053434766489703,1.1090126194149539,0.7116322692497482,0.2949588074016299,0.38934700040617864,0.9528165659292158,0.857031093291012,0.2105267757854255,0.14868633219874,0.33606097586775113,0.07009432499873189,0.2878570806132202,0.8242531130350915,0.4045259781510326,-0.08294098071893143,0.4564182396789776,0.28646572580120166,0.9008626690514165,0.31511180441306075,0.6756706443500115,0.34984076642893,1.0984587236844792,0.9032978576899313,0.7463961261302757,0.2914435496520249,1.0617585051733032,0.7338426209878184,0.8090552188646443,0.5637154458342526,0.7071562634450417,5.624776700456907
